profession,company,vac_description,experience,region,country,company_staff_count,salary,education
Главный специалист отдела маркетинга-дизайнер,СПБ ГКУ Центр информационного сопровождения,['Дизайн'],3,Ленинградская область,Россия,,115000.0,
Веб-дизайнер (middle / middle+ / senjor),Mikhailov Studio,"['Дизайн', 'Tilda', 'Zero Block', 'Типографика', 'block', 'Figma', 'понимание']",1,Волгоградская область,Россия,,95000.0,
Старший дизайнер продукта в B2C команду,Суточно.ру,['Системное мышление'],3,Ульяновская область,Россия,,,
Графический дизайнер / Веб-дизайнер,ZAVOZ,"['C', 'знание', 'Adobe', 'Adobe Photoshop', 'Figma']",1,Воронежская область,Россия,,,
Художник компьютерной графики (графический дизайнер),Телеканал Первый Тульский,"['Работоспособность', 'Adobe', 'Стрессоустойчивость', 'Adobe Illustrator', 'effects', 'Adobe Photoshop', 'внимательность', 'Adobe After Effects', 'Illustrator']",1,Тульская область,Россия,,,
Дизайнер-верстальщик,ГАУ РИА Верхневолжье,"['Adobe', 'моушн', 'Adobe Photoshop', 'Графические редакторы']",1,Тверская область,Россия,,,
Веб-дизайнер,"РусКабель, Медиахолдинг",,1,Ленинградская область,Россия,,100000.0,
Графический дизайнер,ООО Планета Сириус,"['Критическое мышление', 'знание', 'коммуникация', 'Анализ', 'Illustrator', 'оптимизация']",1,Московская область,Россия,,,
Дизайнер в ресторанный холдинг (Центр),ООО 1981,[],1,Свердловская область,Россия,,70000.0,
Дизайнер,Rassvet.digital,,3,Московская область,Россия,,,
Графический дизайнер,Сибирский Оптовый Центр Детских Колясок,"['corel', 'Adobe', 'уверенное владение', 'Illustrator', 'Figma']",1,Новосибирская область,Россия,,70000.0,
ИИ Дизайнер,ООО Леон,"['AI', 'midjourney', 'Kling', 'diffusion', 'Stable Diffusion', 'Canva', 'Stable']",1,Московская область,Россия,,,
Графический дизайнер,Bolder Agency,,3,Ленинградская область,Россия,,,
Старший Веб-дизайнер,ООО Ростелеком Информационные Технологии,"['Pixso', 'Figma']",3,Московская область,Россия,,,
Веб-дизайнер,Comelit,"['publishing', 'block', 'Tilda', 'Zero Block']",1,Московская область,Россия,,95000.0,
"Коммуникационный дизайнер [Центр развития и продвижения бренда, МТС Веб Сервисы]","""МТС"", Дизайн","['AI', 'gpt', 'Adobe', 'Nano', 'Adobe Photoshop', 'Illustrator', 'Figma']",1,Московская область,Россия,,,
Веб-Дизайнер (Тильда),Группа проектов ARTDOM,"['Tilda', 'Figma', 'внимательность', 'Illustrator', 'креативность']",3,Московская область,Россия,,,
Дизайнер интерфейсов,Wanted,['опыт проектирования'],1,Ленинградская область,Россия,,,
Веб-дизайнер,ИП Щербаков Василий Владимирович,"['UI', 'понимание']",3,Московская область,Россия,,80000.0,
Веб-дизайнер,ИП Щербаков Василий Владимирович,"['UI', 'понимание']",3,,,,80000.0,
Дизайнер,BAZAR - ресторан домашней кухни (Ресторан №1),[],1,Ивановская область,Россия,,,
Графический дизайнер,"ЗооОптТорг.рф, сеть зоомагазинов","['InDesign', 'Adobe', 'Adobe Photoshop', 'уверенное владение', 'Illustrator', 'Figma']",1,Ленинградская область,Россия,,90000.0,
Дизайнер,X-Com,,3,Московская область,Россия,,,
Графический дизайнер,ООО ГРУППА КОМПАНИЙ АК,"['Adobe', 'моушн', 'UI', 'Adobe Photoshop', 'Illustrator', 'Figma', 'UX']",1,Московская область,Россия,,,
Дизайнер-верстальщик E-mail рассылок в Битрикс24,Quadro Expert,"['Flex', 'SAFe', 'queries', 'Media', 'outlook', 'Web', 'alt', 'Grid']",1,Московская область,Россия,,1250.0,
ИИ веб-дизайнер (без кода/генеративный) / AI Web Designer (No-code/Generative),Московский авиационный институт (национальный исследовательский университет),"['Web', 'AI']",6,Московская область,Россия,,165000.0,
UX/UI-дизайнер,ИП Хаминский Антон Яковлевич,"['UI', 'UX']",1,Московская область,Россия,,,
Дизайнер/fashion-аналитик для бренда одежды,YOUGO (ООО СТК),,1,Московская область,Россия,,,
Веб-дизайнер,ЧПОУ Московский городской открытый колледж,,3,Московская область,Россия,,,
Веб-дизайнер,ПК Жилищный баланс,"['Дизайн', 'UI', 'уверенное владение', 'Figma', 'UX']",1,,Беларусь,,2250.0,
Веб-дизайнер,ООО Деус,,1,Московская область,Россия,,,
"Веб-дизайнер (WordPress, Elementor, Tilda)",ОАО Веб Лидер,"['Wordpress', 'Tilda', 'PHP', 'знание', 'внимательность', 'CSS', 'Elementor', 'Ответственность', 'Внимательность к деталям', 'HTML']",1,Московская область,Россия,,40000.0,
Графический дизайнер,ООО Эстехаб,"['Canva', 'Illustrator', 'Figma']",1,Московская область,Россия,,50000.0,
Веб-программист 1С-Битрикс,ООО Студия Арт Нэт,"['HTML5', 'знание', 'PHP', 'CSS3', 'уверенное владение', 'HTML5/CSS3', 'MySQL']",1,,,,80000.0,
Графический дизайнер,kakdela (ИП Постовалова Анастасия Александровна),,3,Свердловская область,Россия,,,
Графический дизайнер Senior/Коммуникационный дизайнер,2BR брендинговое агентство,,3,Краснодарский край,Россия,,95000.0,
Продуктовый дизайнер,АО Коммерческий банк «Хлынов»,"['components', 'Human Interface Guidelines', 'знание', 'Material Design', 'styles', 'material', 'interface', 'variants', 'Figma']",1,,,,,
